section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Political Economy;1204;Patterns in International Migration;MP6-2;Friday;11:00;Jerg Gutmann;Andrej Cvetic;Omar Hammoud Gallego, Feline Freier, Mathias Poertner;‘Nowhere else to go’: A quasi-experiment on the effects of visa restrictions and regularization on Venezuelan migrants in Peru
Political Economy;1204;Patterns in International Migration;MP6-2;Friday;11:00;Jerg Gutmann;Andrej Cvetic;Jerg Gutmann, Pascal Langer, Matthias Neuenkirch;The Impact of Economic Sanctions on International Migration
Political Economy;1204;Patterns in International Migration;MP6-2;Friday;11:00;Jerg Gutmann;Andrej Cvetic;Sergi Pardos-Prado, Patrick Bayer;Climate change and migration intentions
Political Economy;1204;Patterns in International Migration;MP6-2;Friday;11:00;Jerg Gutmann;Andrej Cvetic;Alonso Roman Amarales;Alike but not the same: The political consequences of migration in Chile
Political Economy;1207;Political Economy of Finance;MP8-Large;Friday;11:00;Dennis Quinn;Andreas Kern;Nicole Baerg, Jon Slapin;Banking on trust: Exploring the relationship between financial inclusion, trust and politics in the UK
Political Economy;1207;Political Economy of Finance;MP8-Large;Friday;11:00;Dennis Quinn;Andreas Kern;Alessandra Romani, Thomas Stubbs;The Robustness of the Global Financial Safety Net: A Multilayer Network Analysis
Political Economy;1207;Political Economy of Finance;MP8-Large;Friday;11:00;Dennis Quinn;Andreas Kern;Hannah Loeffler;What happens to renters? Increased financing costs and government intervention
Political Economy;1207;Political Economy of Finance;MP8-Large;Friday;11:00;Dennis Quinn;Andreas Kern;Maksim Zubok;Nein to joint European Debt. Or maybe yes?
Political Economy;1207;Political Economy of Finance;MP8-Large;Friday;11:00;Dennis Quinn;Andreas Kern;Vytautas Kuokštis, Simonas Algirdas Spurga;The Political Economy of Current Account Imbalances: The Role of Labor Market Institutions
Public Opinion and Political Communication;1404;Hate Speech 2;MP7-20;Friday;11:00;Tim Allinger;Andy Guess;Edoardo Cefala, Melis Kartal, Sylvia Kritzinger, Pietro Ortoleva, Jean-Robert Tyran;Determinants of the Belief in (Fake) News
Public Opinion and Political Communication;1404;Hate Speech 2;MP7-20;Friday;11:00;Tim Allinger;Andy Guess;Tim Allinger;When Institutionalized Minority Exclusion Legitimizes Hate Crimes: The Case of the Nomad Camps in Italy
Public Opinion and Political Communication;1404;Hate Speech 2;MP7-20;Friday;11:00;Tim Allinger;Andy Guess;Amina Elbarbary;Blasphemy Laws and Self-Censorship: A Cross-National Study
Public Opinion and Political Communication;1404;Hate Speech 2;MP7-20;Friday;11:00;Tim Allinger;Andy Guess;Franziska Pradel, Yannis Theocharis;Gender Differences in Demanding Moderation
Comparative Politics;1519;Autocratic Rules;MP5-Rom;Friday;11:00;Lasse Aaskoven;Inga Saikkonen;Lasse Aaskoven, Brenda van Coppenolle;Autocratization and Political Dynasties: Evidence from Denmark
Comparative Politics;1519;Autocratic Rules;MP5-Rom;Friday;11:00;Lasse Aaskoven;Inga Saikkonen;Jou Fei Huang;Single-Party Autocracy and Collaborative Public Goods Provision
Comparative Politics;1519;Autocratic Rules;MP5-Rom;Friday;11:00;Lasse Aaskoven;Inga Saikkonen;Joep van Lit;There Is No Silver Bullet Against Autocratization
Comparative Politics;1519;Autocratic Rules;MP5-Rom;Friday;11:00;Lasse Aaskoven;Inga Saikkonen;Erin York;Cosponsorship and collective action in an authoritarian legislature
Comparative Politics;1519;Autocratic Rules;MP5-Rom;Friday;11:00;Lasse Aaskoven;Inga Saikkonen;Anja Neundorf, Wooseok Kim, Eugenia Nazrullaeva, Katerina Tertytchnaya, Ksenia Northmore-Ball;How do autocracies survive? Comparing repression, co-optation, and indoctrination strategies
Party Politics;1805;Political Polarization 2;MP7-222;Friday;11:00;Andrew Hunter;Lea Kaftan;Alex Hartland;From Top to Bottom: Explaining the relationship between elite polarisation and mass polarisation
Party Politics;1805;Political Polarization 2;MP7-222;Friday;11:00;Andrew Hunter;Lea Kaftan;Paul Drecker;A Time-Dependent Analysis of Polarization Using Behavioral Data
Party Politics;1805;Political Polarization 2;MP7-222;Friday;11:00;Andrew Hunter;Lea Kaftan;Semih Cakir, Markus Wagner;Multidimensional Party Competition and Out-Partisan Hostility
Party Politics;1805;Political Polarization 2;MP7-222;Friday;11:00;Andrew Hunter;Lea Kaftan;Lena Schaffer, Zsuzsanna Magyar, Christina Zuber;Party Competition on Climate Change: Real or Perceived Polarization?
Party Politics;1805;Political Polarization 2;MP7-222;Friday;11:00;Andrew Hunter;Lea Kaftan;Andrew Hunter;Expressive Responding and Motivated Numeracy: A Survey Experiment from the United States
Party Politics;1816;Electoral Strategies;MP7-313;Friday;11:00;Raimondas Ibenskas;Adrian del Rio;Robert Mattes, Sarah Lockwood, Matthias Krönke;Who is Canvassing Whom? Party Electoral Strategies in Africa
Party Politics;1816;Electoral Strategies;MP7-313;Friday;11:00;Raimondas Ibenskas;Adrian del Rio;Maj-Britt Sterba, Guido Schwerdt, Christian Breunig;Do Politicians respond to Voters’ Policy Demands? Evidence form Survey Experiments with Elected Politicians
Party Politics;1816;Electoral Strategies;MP7-313;Friday;11:00;Raimondas Ibenskas;Adrian del Rio;Thareerat Laohabut;Why Do Parties Compete in Multi-Level Elections? A Comparative Study on the European Multi-Level System
Party Politics;1816;Electoral Strategies;MP7-313;Friday;11:00;Raimondas Ibenskas;Adrian del Rio;Markus Wagner, Semih Cakir, Alexander Dalheimer, Eelco Harteveld;Sources of Ideological Images of Opposing Party Supporters across 12 Countries
Party Politics;1816;Electoral Strategies;MP7-313;Friday;11:00;Raimondas Ibenskas;Adrian del Rio;Raimondas Ibenskas, Sona Golder, Paulina Salek, Allan Sikk;Popular party preferences and legislative party switching
Conflict and Security;1905;Actors in Civil War 1;MP5-SanFrancisco;Friday;11:00;Scott Gates;Kaitlyn Robinson;Emre Cebeci;The Impact of the Pre-leader Experience of Rebel Leaders on Civil War Duration
Conflict and Security;1905;Actors in Civil War 1;MP5-SanFrancisco;Friday;11:00;Scott Gates;Kaitlyn Robinson;Geraldine Bustos-Zamora;Machine-Learning Insights: Mapping Ideological Terrain in Multi-Actor Civil Wars
Conflict and Security;1905;Actors in Civil War 1;MP5-SanFrancisco;Friday;11:00;Scott Gates;Kaitlyn Robinson;Roos van der Haer, Nadia Eldemerdash, Steven Landis, Babak RezaeeDaryakenari;The role of rebel governance in mitigating the effect of exogenous shocks on civilian victimization during armed conflict
Conflict and Security;1905;Actors in Civil War 1;MP5-SanFrancisco;Friday;11:00;Scott Gates;Kaitlyn Robinson;Marco Nicola Binetti;Unraveling the Aftermath: Coup Attempts and their Effects on Tactical Military Effectiveness
Conflict and Security;1905;Actors in Civil War 1;MP5-SanFrancisco;Friday;11:00;Scott Gates;Kaitlyn Robinson;Nikandros Ioannidis, Iosif Kovras;Shifting Shadows: The Impact of International Accountability on Repertoires of Violence Dynamics in Conflict Zones
Political Methodology;2001;Causal Inference;MP7-314;Friday;11:00;William Lowe;Matthew Tyler;Bryant Moy;Improving Confidence in RDDs: Discontinuity Detection through Bayesian Change Point Analysis
Political Methodology;2001;Causal Inference;MP7-314;Friday;11:00;William Lowe;Matthew Tyler;Zikai Li;Comparing Apples of One Color to Apples of Another Color: Weighted Conformalized Quantile Regression for Extrapolation in Political Science
Political Methodology;2001;Causal Inference;MP7-314;Friday;11:00;William Lowe;Matthew Tyler;Jiawei Fu, Cyrus Samii, Ye Wang;Design-Based Inference for Group Interaction Experiments
Political Methodology;2001;Causal Inference;MP7-314;Friday;11:00;William Lowe;Matthew Tyler;Lukas Stoetzer, Konstantin Bogatyrev;Synthetic Control Methods for Proportions
Political Methodology;2001;Causal Inference;MP7-314;Friday;11:00;William Lowe;Matthew Tyler;William Lowe;How to extend directed acyclic graphs with plates to reason causally about the data generating process you actually have
Roundtables;2303;Diversity Roundtable 2024: First Generation Scholars in European Political Science;MP7-Saal;Friday;11:00;Anita Gohdes;;;Carolina Garriga, Despina Alexiadou, Mathias Poertner, Denis Cohen
International Relations;2106;Human Rights and International Relations;MP8-Small;Friday;11:00;Stefan Hee;Olga Gasparyan;Ye June Jung;Are Regional Trade Agreements with Human Rights Violators Undermining EU Human Rights Conditionality?
International Relations;2106;Human Rights and International Relations;MP8-Small;Friday;11:00;Stefan Hee;Olga Gasparyan;Tobias Risse, Christoph Steinert;Who Cares About Human Rights? Attitudes Towards Arms Exports Among Politicians and Citizens in European Democracies
International Relations;2106;Human Rights and International Relations;MP8-Small;Friday;11:00;Stefan Hee;Olga Gasparyan;Juliette Saetre;Why Chile's Voice Echoed Louder: Tracing Diaspora Mobilisation Amidst the Dictatorships of the Southern Cone
International Relations;2106;Human Rights and International Relations;MP8-Small;Friday;11:00;Stefan Hee;Olga Gasparyan;Niheer Dasandi, Olga Gasparyan, Slava Jankin, Neil Mitchell;The Not-So-Universal Declarations: Types and Effects of Human Rights Rhetoric in the UN General Assembly
Conflict and Security;1914;Military Politics;MP5-Barcelona;Friday;11:00;Tore Wig;Tore Wig;Burak Giray, Jared Oestman;UN Peacekeeping as an Opportunity to Modernize the Military
Conflict and Security;1914;Military Politics;MP5-Barcelona;Friday;11:00;Tore Wig;Tore Wig;Benedetta Morari;Beyond conflict resolution: Peace mediation and EU foreign policy development in Africa
Conflict and Security;1914;Military Politics;MP5-Barcelona;Friday;11:00;Tore Wig;Tore Wig;Niheer Dasandi, Neil Mitchell;From Loyalty to Accountability: International Norms and Building Public Support for Prosecuting Soldiers who Deliberately Kill Civilians
Political Behavior;1003;Trust in Politicians;MP6-3;Friday;13:00;Jacqueline Dombrowski;Mads Nørgaard;Mads Nørgaard;The Public’s Perception of Politicians - How the ‘Pictures in Our Head’ Matter for Political Trust
Political Behavior;1003;Trust in Politicians;MP6-3;Friday;13:00;Jacqueline Dombrowski;Mads Nørgaard;Marlene Mauk;Indoctrination, propaganda, and political trust in autocracies
Political Behavior;1003;Trust in Politicians;MP6-3;Friday;13:00;Jacqueline Dombrowski;Mads Nørgaard;Steffen Wamsler, Gundula Zoch;Same Crisis, Divergent Trust? Studying Authoritarian Legacies in Political Trust during the Covid-19 Pandemic in Germany
Political Behavior;1003;Trust in Politicians;MP6-3;Friday;13:00;Jacqueline Dombrowski;Mads Nørgaard;Ruth Berkowitz, Daniela Braun, Alex Hartland, Michael Kaeding, Ann-Kathrin Reinl, Kristina;Weissenbach Activating European Citizens: Process-related, informal and emotional aspects of trust in representative democracy
Political Behavior;1003;Trust in Politicians;MP6-3;Friday;13:00;Jacqueline Dombrowski;Mads Nørgaard;Jacqueline Dombrowski;Legitimacy in crisis: A comparative analysis of German States during refugee crisis and COVID-19 crisis.
Political Behavior;1004;Religion and Voting Behavior;MP8-Small;Friday;13:00;Jacob Sohlberg;Jacob Sohlberg;Magalí Serra Duran;Rights gained, rights exercised? Exploring Women’s socio-demographic characteristics of first-time voters
Political Behavior;1004;Religion and Voting Behavior;MP8-Small;Friday;13:00;Jacob Sohlberg;Jacob Sohlberg;Stefan Stojkovic;Local Ethnic Demography and Ethno-religious Voting: Evidence from Interwar Yugoslavia
Political Behavior;1004;Religion and Voting Behavior;MP8-Small;Friday;13:00;Jacob Sohlberg;Jacob Sohlberg;Lucienne Engelhardt;Christian Religiosity and Nativism: Populist Government Participation as an Influencing Factor?
Political Behavior;1017;The Urban-Rural Divide 3;MP5-Rom;Friday;13:00;Richard Nadeau;Orit Kedar;Sofia Breitenstein, Toni Rodon, Guillem Riambau;Unveiling place-based identities: Exploring rural- urban consciousness and stereotypes
Political Behavior;1017;The Urban-Rural Divide 3;MP5-Rom;Friday;13:00;Richard Nadeau;Orit Kedar;Zeth Isaksson;Beyond Borders: Land Inequalities, Rural Conflict, and Diverging Political Behavior in Transferred Regions
Political Behavior;1017;The Urban-Rural Divide 3;MP5-Rom;Friday;13:00;Richard Nadeau;Orit Kedar;Alvaro Canalejo-Molero, Alberto López Ortega, Javier Padilla;The spillover effects of centre-periphery dynamics on politically disenfranchised regions
Political Behavior;1017;The Urban-Rural Divide 3;MP5-Rom;Friday;13:00;Richard Nadeau;Orit Kedar;Richard Nadeau, Ruth Dassonneville;Revisiting place-based appeals: Evidence from experimental French data
Political Behavior;1017;The Urban-Rural Divide 3;MP5-Rom;Friday;13:00;Richard Nadeau;Orit Kedar;Alejandro Tirado Castro and Rebeca González Antuña;Devouring our environmental convictions: The impact of wolf attacks on rural residents' attitudes towards environmental protection
Political Behavior;1018;Supporters of Populist Parties;MP7-222;Friday;13:00;Thomas König;Fred Paxton;Jean-Nicolas Bordeleau, Daniel Stockemer;Are Young Populists Different? Investigating the Relationship Between Age and Populist Attitudes
Political Behavior;1018;Supporters of Populist Parties;MP7-222;Friday;13:00;Thomas König;Fred Paxton;Evelyne Hübscher, Thomas Sattler;What do voters expect from populist parties?
Political Behavior;1018;Supporters of Populist Parties;MP7-222;Friday;13:00;Thomas König;Fred Paxton;Thomas König, Stefan Eschenwecker;Electoral Participation, Turnout, and Populism
Political Behavior;1018;Supporters of Populist Parties;MP7-222;Friday;13:00;Thomas König;Fred Paxton;Fred Paxton, Felipe G. Santos, Dan Mercea;The multi-dimensional character and appeal of anti-establishment politics: an experimental approach
Political Behavior;1018;Supporters of Populist Parties;MP7-222;Friday;13:00;Thomas König;Fred Paxton;Miku Matsunaga;Are Right-wing Populist Individuals More Likely to Justify Political Violence?
Political Behavior;1022;Redistribution and the Welfare State;MP7-313;Friday;13:00;Daniel Stegmüller;Stine Hesstvedt;Miriam Leue, Stefanie Rueß, Gerald Schneider;Hurting the needy? Regional inequities in sanction decisions against German welfare recipients
Political Behavior;1022;Redistribution and the Welfare State;MP7-313;Friday;13:00;Daniel Stegmüller;Stine Hesstvedt;Zack Grant, Jane Green, Geoff Evans;Care Shocks: How the Risk of Caring for Older Family Members Increases Younger Britons Support for Spending on the Old
Political Behavior;1022;Redistribution and the Welfare State;MP7-313;Friday;13:00;Daniel Stegmüller;Stine Hesstvedt;Christian Breunig, Maj-Britt Sterba;Citizens and politicians hold shared perceptions of power and deservingness of needy groups
Political Behavior;1022;Redistribution and the Welfare State;MP7-313;Friday;13:00;Daniel Stegmüller;Stine Hesstvedt;Kattalina Berriochoa, Andrew McNeil, Katy Morris;Local versus National: Estimating the Effect of Income (Mis)perceptions on Beliefs and Preferences
Political Behavior;1022;Redistribution and the Welfare State;MP7-313;Friday;13:00;Daniel Stegmüller;Stine Hesstvedt;Achim Goerres, Jakob Kemper;Do Left Voters Behave in a More Solidary Manner? Experimental Evidence from Austria and Germany
Political Behavior;1034;How Politicians Respond to Information;MP7-314;Friday;13:00;Daniel Cruz;Rebecca Kittel;Roman Senninger, Muzhou Zhang;A Field Experiment on Information Sharing Among Politicians
Political Behavior;1034;How Politicians Respond to Information;MP7-314;Friday;13:00;Daniel Cruz;Rebecca Kittel;Miguel Pereira, Nathalie Giger, Lior Sheffer, Martin Baekgaard;Can Politicians Discriminate Between Good and Bad Evidence? Experimental Results from 3,500 European Politicians
Political Behavior;1034;How Politicians Respond to Information;MP7-314;Friday;13:00;Daniel Cruz;Rebecca Kittel;Oda Nedregård, Vardges Levonyan;The effect of legislative misalignment on representation of constituency interests
Political Behavior;1034;How Politicians Respond to Information;MP7-314;Friday;13:00;Daniel Cruz;Rebecca Kittel;Tatjana Brütting;An (Im)Perfect Match: The Impact of Incongruent Information on the Evaluation of Politicians
Political Behavior;1034;How Politicians Respond to Information;MP7-314;Friday;13:00;Daniel Cruz;Rebecca Kittel;Daniel Cruz, Anne Rasmussen;Anecdotal Information and Perceptions of Public Opinion Among Elites.
Political Representation;1106;Strategic Voting;MP7-20;Friday;13:00;Andy Eggers;Jakub Wondreys;Jakub Wondreys;Loyalty or Defection in Second Order Elections? Voting of Government Parties in European Elections
Political Representation;1106;Strategic Voting;MP7-20;Friday;13:00;Andy Eggers;Jakub Wondreys;Marc Guinjoan, Toni Rodon, Fernando Mendez, Constantinos Djouvas, Nikandros Ioannidis;Strategic Choices: How Tailored Information Influences Election Dynamics
Political Representation;1106;Strategic Voting;MP7-20;Friday;13:00;Andy Eggers;Jakub Wondreys;Nolan McCarty;Minority Electorates and ranked Choice Voting
Political Representation;1106;Strategic Voting;MP7-20;Friday;13:00;Andy Eggers;Jakub Wondreys;Andy Eggers;Strategic voting with ranked ballots?
Political Economy;1213;Market Concentration and Inequality;MP5-Köln;Friday;13:00;Amy Pond;Kira Gartzou-Katsouyanni;Chase Foster, Sebastian Kohl;Competition law, political coalitions and varieties of capitalism: a long-run empirical analysis
Political Economy;1213;Market Concentration and Inequality;MP5-Köln;Friday;13:00;Amy Pond;Kira Gartzou-Katsouyanni;Tommaso Crescioli, Toon Van Overbeke;David vs. Goliath: The Political Economy of the Superstar and the Small Firm
Political Economy;1213;Market Concentration and Inequality;MP5-Köln;Friday;13:00;Amy Pond;Kira Gartzou-Katsouyanni;Kira Gartzou-Katsouyanni;Landholding inequality and the politics of place in advanced democracies
Political Economy;1213;Market Concentration and Inequality;MP5-Köln;Friday;13:00;Amy Pond;Kira Gartzou-Katsouyanni;Amy Pond;Market Concentration and Business Preferences for Property Rights
Political Economy;1213;Market Concentration and Inequality;MP5-Köln;Friday;13:00;Amy Pond;Kira Gartzou-Katsouyanni;Lena Schaffer, Zsuzsanna Magyar;Inequalities in Climate (Policy) Exposure and Preferences for Compensation
Political Economy;1221;The Making of the Modern World;MP8-Large;Friday;13:00;Lisa Blaydes;Mitchell Harvey;Tomoko Matsumoto, Tetsuji Okazaki;The Marriage of Politics and Economy: Elite Fusion in the Age of Modernization
Political Economy;1221;The Making of the Modern World;MP8-Large;Friday;13:00;Lisa Blaydes;Mitchell Harvey;Mitchell Harvey;Opportunists or Patriots? Financial Coalitions and the Ceding of Scottish Autonomy
Political Economy;1221;The Making of the Modern World;MP8-Large;Friday;13:00;Lisa Blaydes;Mitchell Harvey;Per Andersson, Andrea Matranga, Filip Novokmet, Andrea Papadia, Tomasz Zawisza;How The Romans Ruled The World : Aqueducts And The Administration Of The Empire
Political Economy;1221;The Making of the Modern World;MP8-Large;Friday;13:00;Lisa Blaydes;Mitchell Harvey;Gabriel Leon-Ablan;Activism and the Abolition of Slavery in the British Empire
Political Economy;1221;The Making of the Modern World;MP8-Large;Friday;13:00;Lisa Blaydes;Mitchell Harvey;Natalia Vasilenok;Customary institutions and the demand for land titling in late Imperial Russia
Public Opinion and Political Communication;1405;Political Propaganda;MP7-315;Friday;13:00;Heiko Giebler;Noah Buckley;Philipp Lutscher, Jonas Dræge, Carl Henrik Knutsen;The Diverse Effects of Hard Propaganda in Competitive Authoritarian Regimes
Public Opinion and Political Communication;1405;Political Propaganda;MP7-315;Friday;13:00;Heiko Giebler;Noah Buckley;Georgiy Syunyaev, Anton Shirikov;Learning About Bias: An Experiment on News Consumption in Russia
Public Opinion and Political Communication;1405;Political Propaganda;MP7-315;Friday;13:00;Heiko Giebler;Noah Buckley;Heiko Giebler;Good hosts, bad hosts? Criteria to award major sports events and the autocratic success of sportswashing on public opinion
Public Opinion and Political Communication;1405;Political Propaganda;MP7-315;Friday;13:00;Heiko Giebler;Noah Buckley;Melis Laebens, Aykut Ozturk;Who Buys the Propaganda? Explaining the Belief in Propaganda in Turkey
Public Opinion and Political Communication;1405;Political Propaganda;MP7-315;Friday;13:00;Heiko Giebler;Noah Buckley;Kristina Aleksandrovna Pedersen, Joshua A Tucker;Online self-moderation in response to regime signaling
Public Opinion and Political Communication;1420;Political Disagreement and Polarization;MP6-1;Friday;13:00;Matthijs Rooduijn;Patrick Kraft;Tadeas Cely;Everybody Hates an Ideologue? The Role of Ideology in Policy Disagreement Sources of Animosity
Public Opinion and Political Communication;1420;Political Disagreement and Polarization;MP6-1;Friday;13:00;Matthijs Rooduijn;Patrick Kraft;Matthijs Rooduijn, Bram Spruyt;Triggering the Big Five: Do populism and nativism make personality traits consequential for support for populist radical-right parties?
Public Opinion and Political Communication;1420;Political Disagreement and Polarization;MP6-1;Friday;13:00;Matthijs Rooduijn;Patrick Kraft;Lise Bjanesoy, Katharina Lawall;Gendered Liberal Value Frames and Tolerance for the Radical Right
Public Opinion and Political Communication;1420;Political Disagreement and Polarization;MP6-1;Friday;13:00;Matthijs Rooduijn;Patrick Kraft;Giulia Fornaro;Conservative bias in perceptions of public opinion among citizens: perceived social norms about abortion rights in post-Roe United States
Comparative Politics;1514;Personalization of Politics;MP7-Saal;Friday;13:00;Joan Timoneda;Jacob Nyrup;Bernat Puertas;The onset of civil armed conflicts and personalization of power in dictatorships
Comparative Politics;1514;Personalization of Politics;MP7-Saal;Friday;13:00;Joan Timoneda;Jacob Nyrup;Joan Timoneda;Economic Shocks And Power Concentration in Dictatorships
Comparative Politics;1514;Personalization of Politics;MP7-Saal;Friday;13:00;Joan Timoneda;Jacob Nyrup;Mahmoud Farag;Revisiting Divide-and-Rule: Regime Support and Opposition Cooperation Under Authoritarianism
Comparative Politics;1514;Personalization of Politics;MP7-Saal;Friday;13:00;Joan Timoneda;Jacob Nyrup;Albert Falcó-Gimeno, Pau Vall-Prat, Jordi Muñoz;Local Leaders at the Dusk of Autocracy: Does Mayor Renovation Foster Democratization?
European Politics;1601;Decision-making in the EU;MP7-316;Friday;13:00;James Cross;Steffen Hurka;Anastasia Ershova, Aleksandra Khokhova, Nikoleta Yordanova;When the EU acts promptly: How public opinion affects EU legislative duration
European Politics;1601;Decision-making in the EU;MP7-316;Friday;13:00;James Cross;Steffen Hurka;Pit Rieger;Coalition Parties in EU Policy-Making: Voting in the European Parliament to Prevent Ministerial Drift in the Council
European Politics;1601;Decision-making in the EU;MP7-316;Friday;13:00;James Cross;Steffen Hurka;James Cross, Martijn Schoonvelde;Set in stone? Exploring the role of precision and vagueness in deliberations in the EU Council of Ministers.
European Politics;1601;Decision-making in the EU;MP7-316;Friday;13:00;James Cross;Steffen Hurka;Paula Montano;Exceptional Measures for Exceptional Times: Deciphering Emergency Politics in the Council of the European Union in the Euro Crisis
European Politics;1601;Decision-making in the EU;MP7-316;Friday;13:00;James Cross;Steffen Hurka;Nicolas Bicchi, Javier Arregui;Self-interest vs institutional belonging: under what circumstances do rapporteurs in the European Parliament act selfishly?
Party Politics;1803;Niche Parties;MP5-Barcelona;Friday;13:00;Stuart Bramwell;Anna-Sophie Kurella;Felix Lehmann;The electoral consequences of mainstream party accommodation of niche challengers: The detrimental role of intra-party divisions
Party Politics;1803;Niche Parties;MP5-Barcelona;Friday;13:00;Stuart Bramwell;Anna-Sophie Kurella;Frederik Thieme;Between Growth and Green: Climate Change, Electoral Competition and the Role of Economic Status
Party Politics;1803;Niche Parties;MP5-Barcelona;Friday;13:00;Stuart Bramwell;Anna-Sophie Kurella;Milena Rapp, Anna-Sophie Kurella;When do niche parties have an incentive to compete on issues they do not own?
Party Politics;1803;Niche Parties;MP5-Barcelona;Friday;13:00;Stuart Bramwell;Anna-Sophie Kurella;Stuart Bramwell;Introducing the New Parties Dataset
Conflict and Security;1906;Actors in Civil War 2;MP6-4;Friday;13:00;Sara Mitchell;Joshua Krusell;Nadine O'Shea;Talking When the Stakes Are High: Mediation, UN Peacekeeping, and Government Violence Against Civilians
Conflict and Security;1906;Actors in Civil War 2;MP6-4;Friday;13:00;Sara Mitchell;Joshua Krusell;Kaitlyn Robinson;Foreign Foundations: The Role of Foreign States in Armed Group Formation
Conflict and Security;1906;Actors in Civil War 2;MP6-4;Friday;13:00;Sara Mitchell;Joshua Krusell;Joshua Krusell;Frozen Civil Conflicts: The Role of External State Support
Political Methodology;2006;Measurement and Classification;MP6-5;Friday;13:00;Sarah Gomm;Marius Sälzer;Joep van Lit;Deconstructing Understandings of Democracy
Political Methodology;2006;Measurement and Classification;MP6-5;Friday;13:00;Sarah Gomm;Marius Sälzer;Benjamin Guinaudeau, Marius Sälzer, Lukas Warode;Estimating Individual Positions from Issue Misclassification in Parliamentary Speeches
Political Methodology;2006;Measurement and Classification;MP6-5;Friday;13:00;Sarah Gomm;Marius Sälzer;Manuel Cuerno, Fernando Galaz-García, Sergio Galaz-García, Telmo Pérez-Izquierdo;The evolution of political ideology axes in the United States, 1984-2020
Political Methodology;2006;Measurement and Classification;MP6-5;Friday;13:00;Sarah Gomm;Marius Sälzer;Sebastian Ziaja, Svend-Erik Skaaning, Ivet Solanes;Citizen vs. expert perceptions of civil liberty around the globe
Political Methodology;2006;Measurement and Classification;MP6-5;Friday;13:00;Sarah Gomm;Marius Sälzer;Sarah Gomm, Franziska Quoss;Psychometric analysis and refinement of an environmental attitudes scale
International Relations;2108;Humanitarian Aid and Sanctions;MP5-SanFrancisco;Friday;13:00;Melanie Sauter;Daniel Ciobanu;Elisa D'Amico;Beyond Borders: Humanitarian-Based Mediation in African Conflicts through Refugee Shocks
International Relations;2108;Humanitarian Aid and Sanctions;MP5-SanFrancisco;Friday;13:00;Melanie Sauter;Daniel Ciobanu;Sienna Nordquist;Aid and Sanctions and Weapons, Oh My! – Preferences of Foreign Policy Intervention in the US and Italy
International Relations;2108;Humanitarian Aid and Sanctions;MP5-SanFrancisco;Friday;13:00;Melanie Sauter;Daniel Ciobanu;Daniel Ciobanu, Clara Egger, Anna Minasyan;Does humanitarian aid help reduce civilian fatalities in conflict regions?
International Relations;2108;Humanitarian Aid and Sanctions;MP5-SanFrancisco;Friday;13:00;Melanie Sauter;Daniel Ciobanu;Alice Iannantuoni, Simone Dietrich;The Humanitarian-Development-Peace Nexus: Politics of Implementation by OECD DAC Donors
Political Behavior;1002;Education and Political Behavior;MP8-Large;Friday;15:00;Fabienne Eisenring;Garrett Binding;Tarek Jaziri-Arjona;Education, Networks and the Spread of New Parties: a Conditional Choice Approach
Political Behavior;1002;Education and Political Behavior;MP8-Large;Friday;15:00;Fabienne Eisenring;Garrett Binding;Garret Binding, Judith Spirig;Home Economics and Gender Differences in Household Labor
Political Behavior;1002;Education and Political Behavior;MP8-Large;Friday;15:00;Fabienne Eisenring;Garrett Binding;Armin Schäfer, Nils Steiner;The Generational Education Divide and the Transnational Cleavage
Political Behavior;1002;Education and Political Behavior;MP8-Large;Friday;15:00;Fabienne Eisenring;Garrett Binding;Amanda Domingos;Beyond borders: How do spatial spillover effects shape pork barrel politics' role on subnational policy provision?
Political Behavior;1002;Education and Political Behavior;MP8-Large;Friday;15:00;Fabienne Eisenring;Garrett Binding;Fabienne Eisenring;Political divides among the highly educated winners of the knowledge economy
Political Behavior;1012;Social Class and Social Mobility;MP6-1;Friday;15:00;Janne Tukiainen;Manuel Wagner;Janne Tukiainen, Mika Maliranta, Juho Saari, Risto Rönkö;Policy preferences and party support among the youth
Political Behavior;1012;Social Class and Social Mobility;MP6-1;Friday;15:00;Janne Tukiainen;Manuel Wagner;Nanna Lauritz Schönhage, Guido Schwerdt, Marius R. Busemeyer;Who should pay for higher education? The Role of Information on Policy Options and Equity Considerations in Shaping Voters’ Preferences
Political Behavior;1012;Social Class and Social Mobility;MP6-1;Friday;15:00;Janne Tukiainen;Manuel Wagner;Andrew McNeil, Lucy Barnes;How do citizens perceive economic success? A forced choice experiment in Great Britain and the United States.
Political Behavior;1012;Social Class and Social Mobility;MP6-1;Friday;15:00;Janne Tukiainen;Manuel Wagner;Manuel Wagner;Social mobility and the link between descriptive and substantive representation of the working class
Political Behavior;1041;What Populist Parties Say and Do;MP6-2;Friday;15:00;Irene Menéndez;Thomas Sattler;Alexander Kustov, Giuliana Pardelli, Janine Rangel;Residential Instability, Social Anomie, and the Rise of Populist Radical Right in Brazil
Political Behavior;1041;What Populist Parties Say and Do;MP6-2;Friday;15:00;Irene Menéndez;Thomas Sattler;Catarina Pereira;Populism's Impact: Unraveling Changes in Representation Claims
